Comment,Comment_Title,Date,User Rating,User_Account_Link,Username
"The Getting Things Done system is a good system. It has helped me organize my life and feel a lot less stressed out. The Getting Things Done book, on the other hand, is just okay.The system is essentially all about managing a massive to-do list that contains every ""open loop"" (a term the author uses to describe anything in your life that isn't the way that you want it to be). The goal is to get it all recorded in a way that is reliable as a source of useful reminders so that you don't feel the subconscious urge to keep reminding yourself of things that you can't currently act on (like remembering to buy milk when you're not at the store). The book goes into great detail about this and it goes to great lengths to provide relevant examples for every step of how to tackle your huge pile of ""stuff"" so that it is all accounted for in your system.The book could have been much shorter. Especially toward the end, I felt as though it had become a bit of a slog to get through it all because I had gotten the idea already and had a working system but felt the need to read page after page of what seemed like filler text to pick out useful tidbits I might otherwise have missed. I understand that repetition is useful for memorization, but even having broken the reading of the book up over several months, I felt it repeated too much, too often.I read the book using the Kindle format. For the most part, the Kindle format was fine. There was one section of one chapter that had incorrect formatting (it was entirely formatted as one very long header), but no glaring problems beyond that which were specific to it being in the Kindle format.","Great system, okay book","September 11, 2014",3.0,/gp/profile/amzn1.account.AEKIBK2CPPGQ3D5DDWA3OX5PX7LA,Chris
Reread this for the first time in over 20 years. Principles still apply.,Five Stars,"September 11, 2014",5.0,/gp/profile/amzn1.account.AH27V3CE3RHWHCQACNBHHK5XUXBA,Kindle Customer
"Only read this book if you're serious about getting things done.  Otherwise, keep stumbling through life.",Buy this book.,"September 8, 2014",5.0,/gp/profile/amzn1.account.AH6ESCIL5NS3IUYHA4PTRO7HOYNQ,Daniel Schroeder
Very useful! I Will have to read it again to gain the most of it. But that seems to be the point.,like,"September 8, 2014",4.0,/gp/profile/amzn1.account.AH2SMHN3D3ZIQQ5L2YB64B4UB3YA,P. van Duinen
I bought the paperback copy years ago.  I enjoy the digital version of this classic.,Great Classic,"September 7, 2014",5.0,/gp/profile/amzn1.account.AHEOITOHRYL7NUHRJPWINJBGVLNA,Amazon Customer
Love this book,Five Stars,"September 4, 2014",5.0,/gp/profile/amzn1.account.AGG2PX2ENO2YH2VRZBBPMDAW2ZWA,Bambita
Great read.,Five Stars,"September 4, 2014",5.0,/gp/profile/amzn1.account.AEGKPBCFL3TBTLYCRCAHEVP47XEQ,JC
This book is very helpful!,This book is very helpful!,"September 3, 2014",5.0,/gp/profile/amzn1.account.AFRLYV4RZ6EII66SF7IEI3Q445NQ,Mindy
Lots of good idea.,Four Stars,"September 2, 2014",4.0,/gp/profile/amzn1.account.AGLJPBUNFKQ4LNF657QSTBP65WDA,CharmPeddler
Good,Four Stars,"September 2, 2014",4.0,/gp/profile/amzn1.account.AE2654KT5C6GIARRXYIFSTKB45ZQ,Meghan
Have not had time to read it...seriously....not sure if I will ever read it...seemed like a good idea but...long winded beginning ...just freaking tell me what the plan is!!!,Need a book to show how to find the time to actually read getting things done,"August 29, 2014",4.0,/gp/profile/amzn1.account.AELDN2YC2T7ZADN5LY6WW37IOQYA,Tolstoy
Excellent book,Five Stars,"August 29, 2014",5.0,/gp/profile/amzn1.account.AE6A6V35BGF5YE6GV6UPOK2GZI6Q,Carlos Escalona Valencia
"I have read and re-read ""Getting Things Done"" by David Allen. This is a simple and powerful method for getting your business and personal life in order. Make sure you understand not only the methodology, but the life philosophy behind it.  Thank you, David AllenSD Watkins",Simple and Powerful Organization Methology,"August 24, 2014",5.0,/gp/profile/amzn1.account.AHFRGOJQA7MWTV6YLLLBI2LQ7RIA,Stanley Watkins
"Great book, really helpful and inspiring.",Five Stars,"August 23, 2014",5.0,/gp/profile/amzn1.account.AHJOTN2JGXC5NMPGRUDJOM4QDIPQ,Heidi Vitlacil
have not finished reading  this - it is of help,Three Stars,"August 23, 2014",3.0,/gp/profile/amzn1.account.AHMIZIE4E3QGAXZIU5OFSPDHCVMQ,G. K.
Excellent resource for getting the most of your working life.  Highly recommneded for all who need to improve quality of life,Very highly recommended,"August 23, 2014",5.0,/gp/profile/amzn1.account.AF72Z4DEXCTRB2BIURASLGMD6NDA,Arvind Bandivadekar
Great book. Very practical and well presented.,Five Stars,"August 22, 2014",5.0,/gp/profile/amzn1.account.AFEL5YKMMWOIRZZDM7GBDLDGHKZA,Raquel Robertson
"The best way to learn GTD (Getting Things Done) is to read this book.  You'll find yourself rereading it from time to time and using it for a reference.  Full of practical tips and also of course the complete Getting Things Done approach.  Leave all the other books about ""time management"" on the shelf and buy this one.",The most useful & important book for personal productivity I've come across,"August 21, 2014",5.0,/gp/profile/amzn1.account.AFOWCOFMVYYM4NWSWFI27DMN2NKA,WIETZE
"Excellent item, quick shipping, we recommend!",Five Stars,"August 21, 2014",5.0,/gp/profile/amzn1.account.AEQ7C6VXA7ZOKJGVMMREMEGZLYFA,Amazon Addict
"The world is a very different place than it used to be.  Things were much quieter, slower, and simpler back then.  The world is advancing at such a rapid pace that the only way to keep up is to do many, many different things.  Naturally what someone considers a priority in their life varies person from person.  I don't care whether you are a farmer, head CEO, average joe who works at starbucks, or an electrician... There is ALWAYS something more to do.  There never seems to be enough time in the day to do what we need.  That's a pretty well known, and well understood phrase.  Unfortunately, it's completely WRONG and we all buy into it.This book can help anyone realize that.  The problem with us humans is that we are incredibly inefficient and waste a lot more time than we think we do.  We think we are being busy when really we aren't doing anything.  David Allen lays out a methodology for anyone to organize their lives in such a way that they can quite literally double their productivity.  I think that's what separates the successful from the unsuccessful.  The successful people in this world naturally do these things.There are already several reviews on here detailing everything out so I won't bother doing that but it boils down to cleaning your mess up 100% so you can start with a clean head (because the brain is for creating ideas not storing ideas) and take new and incoming challenges on one at a time.  I won't lie and say that its an easy read.  Some of it is but some of it isn't. When he tells stories it can be quite the page flipper.  However, once he gets into the nitty gritty of how the system needs to operate it can be real easy to stall.  Consider it like an instruction manual for your life.  Every instruction manual has parts that are just plain boring but need to be in there.  It really takes the chaotic, jumble of life and organizes everything into an easy to maintain system of clarity and purpose.That being said, applying all of these principles may make one seem robotic in nature and very precise in function but lets be honest... computers are VERY good at what they do.  So why shouldn't we?  I'm not advocating for an IRobot kind of society where everyone is perfect and exact but implementing even a portion of his advice will improve productivity output and reduce stress.  He's not kidding when he says ""the art of stress free productivity"".  Belongs on every person's library who wants to get ahead in the game we call life.",Instruction Manual for life,"August 21, 2014",5.0,/gp/profile/amzn1.account.AHDVAUIWRQSIZZM36AACDN7OKKXA,VA Raider
Great solutions for every day problems!,Four Stars,"August 21, 2014",4.0,/gp/profile/amzn1.account.AFWYZVIXCIDRL2IRKUGXQEMVSU7A,Dede McBride
"""Getting Things Done"" is probably the most popular time management book ever written, yet it took me quite a while to read. It wasn't the size as the book is only 250 pages (and it should be less), but I guess I had read too much time management books in the past and figured it would be similar. GTD is similar, yet also different. It feels simpler, more concrete and more bottom-up (the last one raises some worries for me).The book consists of 3 parts. They are roughly: 1) Overview of GTD, 2) Same more detailed, 3) Same explained from principles. And this also shows my key comment on the book (and I believe other reviewers pointed this out many times also), the book is quite repetitive.The first part contains 3 chapters. Of these, basically chapter 2 is the overview of the GTD method and is the most important chapter to read. The latest chapters will be mostly a repetition of chapter 2. Chapter 3 discusses project planning and the ""natural way of planning"" which I found myself a bit less interesting (plus a gross misuse of the term brainstorming).The second part elaborates on the GTD method and has a chapter of each of the GTD steps: 0) preparing 1) collecting, 2) processing, 3) organizing, 4) reviewing, 5) doing. Each repeats the steps from chapter 2 and then elaborates on them. As the GTD method is fairly simple, most of the elaboration doesn't add very much. The last chapter again makes the side-track to projects (which I think could have been removed from the book).The last part introduces 3 principles behind GTD 1) Power of Collecting, 2) Power of Next-Action Thinking, 3) Power of Outcome Focusing. Each repeat the same information as earlier chapters, but add a bit more conceptual thinking to it.Overall, I enjoyed the book despite the repetition. I felt GTD has a lot of good things in it and it definitively tries to keep things simple. I've been at times worried with the bottom-up approach but on the other hand feel the author has a fair point that you can't concentrate on purposes when you are constantly swamped with things. Anyways, I think GTD can help a lot of people gain more control of their life and time, thus a useful book. 4 stars for its repetitiveness though. Recommended to people looking for getting their time a bit better under control.",Good ideas but book is repetitive,"August 21, 2014",4.0,/gp/profile/amzn1.account.AFTG2TGDO76A36DZQPMM2IAJH32A,Bas Vodde
"Two best ideas are time-boxing tasks and holding yourself accountable to them, and dumping all your thoughts on paper in one place to get the ""swirl"" out of your head.  Ideas seem self evident.  Very repetitive.  Obviously, Mr. Allen has made money and helped a lot of people with these concepts, but I feel like the book could have been one chapter and would have been more interesting if written more concisely.","Finished ""Getting Things Done"": Check.","August 20, 2014",3.0,/gp/profile/amzn1.account.AGYBUPCVHTGQTPF3SOZKARJK4LPA,DPatrickS
Lots of good information to get organized.,Four Stars,"August 17, 2014",4.0,/gp/profile/amzn1.account.AGRA6P4CBZSH3L7MO3HZM6Q36KCA,KAP
